asgweek_id	week	week1_sent	week2_sent	assignment_identifier	fullpair	admin_unit1	email	num_emails	response	timely_1	timely_2	accuracy	friendly	look_up	link	live_here	reg_here	coded_	first_tt	second_tt	first_name_latino	second_name_latino	first_name	second_name	first_website	second_website	first_subject	second_subject	email_address1	email_address2	from_address_week1	from_address_week2	subject_line_week1	subject_line_week2	strict_enforced	strict_enacted	photo_enforced	photo_enacted	strict_nonphoto	nonphoto	preclear_states	litigation	municipal_only	county_plus	per_black	per_notlat	populationdensitypersqmile	income_est	normal_vote	author_coded	wordcount	gradelevel	totalpopulation	totalpop_latino	elected	southern_state	westcoast_state	mtwest_state	plains_state	midwest_state	midatl_state	ne_state	statereg1	statereg2	idlaw_overall	photolaw	nonphotolaw	noidlaw	idlaw	elected_update	partisan_update	party_update	partydata	code	code.fac	dummy1	dummy2	dummy3	dummy4	dummy5	dummy6	dummy7	dummy8	dummy9	dummy10	dummy11	dummy12	dummy13	dummy14	dummy15	dummy16	dummy17	dummy18	dummy19	dummy20	dummy21	dummy22	dummy23	dummy24	dummy25	dummy26	dummy27	dummy28	dummy29	dummy30	dummy31	dummy32	dummy33	dummy34	dummy35	dummy36	dummy37	dummy38	dummy39	dummy40	dummy41	dummy42	dummy43	dummy44	dummy45	dummy46	dummy47	dummy48
2441	1	1	1	11222	50	"REDACTED"	"REDACTED"	1				""						0	1	0	1	0	2	3	1	0	1	0	4	1	"rodriguezluis@ajnmail.net"	"gwalsh@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							268		42173	1110	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2442	2	1	1	11222	50	"REDACTED"	"REDACTED"	1				""							1	0	1	0	2	3	1	0	1	0	4	1	"rodriguezluis@ajnmail.net"	"gwalsh@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							187		42173	1110	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2443	1	1	1	11223	50	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	1	0	0	0	0	0	1	0	0	1	3	1	1	0	1	0	2	3	"walshg@ajnmail.net"	"josemartinez@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							162		295803	20474	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2444	2	1	1	11223	50	"REDACTED"	"REDACTED"	1	1	0	0	"Absolutely accurate"							1	0	0	1	3	1	1	0	1	0	2	3	"walshg@ajnmail.net"	"josemartinez@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							165		295803	20474	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2445	1	1	1	11224	51	"REDACTED"	"REDACTED"	1	1	1	1	"Non-informative response"	0	0	0	0	1	0	1	0	0	1	4	1	1	0	1	0	4	2	"muellerjake@ajnmail.net"	"martinezj@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							98		49542	714	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2446	2	1	1	11224	51	"REDACTED"	"REDACTED"	1	1	0	0	"Absolutely accurate"							1	0	0	1	4	1	1	0	1	0	4	2	"muellerjake@ajnmail.net"	"martinezj@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							107		49542	714	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2447	1	1	1	11225	51	"REDACTED"	"REDACTED"	1	1	1	1	"Non-informative response"	0	0	0	0	0	0	1	0	1	0	2	4	1	0	1	0	4	1	"rodriguezluis@ajnmail.net"	"jmueller@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							102		15955	378	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2448	2	1	1	11225	51	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							1	0	1	0	2	4	1	0	1	0	4	1	"rodriguezluis@ajnmail.net"	"jmueller@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							111		15955	378	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2449	1	1	1	11226	52	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	1	3	0	1	1	0	4	1	"martinezjose@fnweb.net"	"gwalsh@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							86		19985	1368	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2450	2	1	1	11226	52	"REDACTED"	"REDACTED"	1	1	0	0	"Non-informative response"	0	0	0	1	1	0	0	1	1	0	1	3	0	1	1	0	4	1	"martinezjose@fnweb.net"	"gwalsh@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							91		19985	1368	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2451	1	1	1	11227	52	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	0	1	4	2	0	1	1	0	1	3	"jmueller@fnweb.net"	"luisrodriguez@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							91		6306	51	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1		1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2452	2	1	1	11227	52	"REDACTED"	"REDACTED"	1	1	0	0	"Absolutely accurate"	0	0	1	0	0	0	0	1	0	1	4	2	0	1	1	0	1	3	"jmueller@fnweb.net"	"luisrodriguez@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	1	0	0	0	0							128		6306	51	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1		1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2453	1	1	1	11228	53	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	0	0	0	0	0	1	1	0	0	1	3	2	1	0	0	1	3	1	"gregwalsh@ajnmail.net"	"lrodriguez@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							123		19956	297	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2454	2	1	1	11228	53	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							1	0	0	1	3	2	1	0	0	1	3	1	"gregwalsh@ajnmail.net"	"lrodriguez@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							136		19956	297	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2455	1	1	1	11229	53	"REDACTED"	"REDACTED"	1	1	1	1	"Narrow, but accurate"	0	0	0	0	0	0	1	0	1	0	1	4	1	0	0	1	3	4	"josemartinez@ajnmail.net"	"muellerjake@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							82		60316	2133	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2456	2	1	1	11229	53	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							1	0	1	0	1	4	1	0	0	1	3	4	"josemartinez@ajnmail.net"	"muellerjake@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							73		60316	2133	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2457	1	1	1	11230	54	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	1	0	1	0	0	0	1	0	1	0	1	3	1	0	0	1	4	2	"martinezjose@ajnmail.net"	"walshg@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							140		118811	4205	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2458	2	1	1	11230	54	"REDACTED"	"REDACTED"	1	1	0	1	"Absolutely accurate"							1	0	1	0	1	3	1	0	0	1	4	2	"martinezjose@ajnmail.net"	"walshg@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							126		118811	4205	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2459	2	1	1	11231	54	"REDACTED"	"REDACTED"	1	1	0	0	"Absolutely accurate"							1	0	0	1	3	2	1	0	0	1	3	2	"gregwalsh@ajnmail.net"	"rodriguezl@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							100		27720	321	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2460	1	1	1	11231	54	"REDACTED"	"REDACTED"	0	0	0	0	""							1	0	0	1	3	2	1	0	0	1	3	2	"gregwalsh@ajnmail.net"	"rodriguezl@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							100		27720	321	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2461	1	1	1	11232	55	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	0	1	4	2	1	0	0	1	1	4	"jmueller@ajnmail.net"	"rodriguezluis@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							85		18656	319	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2462	2	1	1	11232	55	"REDACTED"	"REDACTED"	1	1	0	1	"Narrow, but accurate"	0	0	0	0	0	0	0	1	0	1	4	2	1	0	0	1	1	4	"jmueller@ajnmail.net"	"rodriguezluis@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							87		18656	319	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2463	1	1	1	11233	55	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	1	4	1	0	0	1	4	1	"martinezjose@ajnmail.net"	"jmueller@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							97		741096	32542	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2464	2	1	1	11233	55	"REDACTED"	"REDACTED"	0	0	0	0	""							0	1	1	0	1	4	1	0	0	1	4	1	"martinezjose@ajnmail.net"	"jmueller@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							97		741096	32542	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2465	2	1	1	11234	56	"REDACTED"	"REDACTED"	0	0	0	0	""							0	1	0	1	4	1	1	0	0	1	1	3	"jmueller@ajnmail.net"	"josemartinez@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0									8488	96	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2466	1	1	1	11234	56	"REDACTED"	"REDACTED"	0	0	0	0	""							0	1	0	1	4	1	1	0	0	1	1	3	"jmueller@ajnmail.net"	"josemartinez@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0									8488	96	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2467	1	1	1	11235	56	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	1	3	1	0	0	1	3	1	"josemartinez@ajnmail.net"	"gwalsh@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							104		46250	858	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2468	2	1	1	11235	56	"REDACTED"	"REDACTED"	1	1	0	1	"Absolutely accurate"	1	0	0	0	0	1	0	1	1	0	1	3	1	0	0	1	3	1	"josemartinez@ajnmail.net"	"gwalsh@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							159		46250	858	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	2	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2469	1	1	1	11236	57	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	1	3	0	1	0	1	4	3	"martinezjose@fnweb.net"	"gregwalsh@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							78		21421	288	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2470	2	1	1	11236	57	"REDACTED"	"REDACTED"	1	1	0	1	"Non-informative response"	1	0	0	0	0	1	0	1	1	0	1	3	0	1	0	1	4	3	"martinezjose@fnweb.net"	"gregwalsh@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							113		21421	288	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2471	1	1	1	11237	57	"REDACTED"	"REDACTED"	1	1	0	1	"Absolutely accurate"							0	1	0	1	3	1	0	1	0	1	2	4	"walshg@fnweb.net"	"martinezjose@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							115		159720	4225	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2472	2	1	1	11237	57	"REDACTED"	"REDACTED"	1	1	0	1	"Absolutely accurate"	1	0	1	0	0	1	0	1	0	1	3	1	0	1	0	1	2	4	"walshg@fnweb.net"	"martinezjose@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							180		159720	4225	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2473	1	1	1	11238	58	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	1	3	1	0	0	1	4	3	"martinezjose@ajnmail.net"	"gregwalsh@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							188		74319	1038	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2474	2	1	1	11238	58	"REDACTED"	"REDACTED"	1	1	0	1	"Absolutely accurate"	1	0	0	0	0	1	0	1	1	0	1	3	1	0	0	1	4	3	"martinezjose@ajnmail.net"	"gregwalsh@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	1	0	0	0	0							210		74319	1038	1	1	0	0	0	0	0	0	7	4	1	0	1	0	2	1	1	1	1	38	"38"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
